xPos,yPos
-50.91168824543145,305.39865316429746
-51.854497287013515,306.3414622058795
-52.79730632859558,305.39865316429746
-53.74011537017765,306.3414622058795
-54.682924411759714,305.39865316429746
-55.62573345334178,306.3414622058795
-56.56854249492385,305.39865316429746
-57.51135153650591,306.3414622058795
-58.45416057808798,305.39865316429746
-59.396969619670045,306.3414622058795
-60.33977866125211,305.39865316429746
-61.28258770283418,306.3414622058795
-62.225396744416244,305.39865316429746
-63.16820578599831,306.3414622058795
-64.11101482758038,305.39865316429746
-65.05382386916244,306.3414622058795
-65.99663291074451,305.39865316429746
-66.93944195232658,306.3414622058795
-67.88225099390864,305.39865316429746
-68.82506003549071,306.3414622058795
-69.76786907707277,305.39865316429746
-70.71067811865484,306.3414622058795
-71.6534871602369,305.39865316429746
-72.59629620181897,306.3414622058795
-73.53910524340104,305.39865316429746
-74.4819142849831,306.3414622058795
-75.42472332656517,305.39865316429746
-76.36753236814724,306.3414622058795
-77.3103414097293,305.39865316429746
-78.25315045131137,306.3414622058795
-79.19595949289344,305.39865316429746
-80.1387685344755,306.3414622058795
-81.08157757605757,305.39865316429746
-82.02438661763964,306.3414622058795
-82.9671956592217,305.39865316429746
-83.91000470080377,306.3414622058795
-84.85281374238583,305.39865316429746
-85.7956227839679,306.3414622058795
-86.73843182554997,305.39865316429746
-87.68124086713203,306.3414622058795
-88.6240499087141,305.39865316429746
-89.56685895029617,306.3414622058795
-90.50966799187823,305.39865316429746
-91.4524770334603,306.3414622058795
-92.39528607504236,305.39865316429746
-93.33809511662443,306.3414622058795
-94.2809041582065,305.39865316429746
-95.22371319978856,306.3414622058795
-96.16652224137063,305.39865316429746
-97.1093312829527,306.3414622058795
-98.05214032453476,305.39865316429746
-98.99494936611683,306.3414622058795
-99.9377584076989,305.39865316429746
-100.88056744928096,306.3414622058795
-101.82337649086303,305.39865316429746
-102.76618553244509,306.3414622058795
-103.70899457402716,305.39865316429746
-104.65180361560923,306.3414622058795
-105.59461265719129,305.39865316429746
-106.53742169877336,306.3414622058795
-107.48023074035542,305.39865316429746
-108.42303978193749,306.3414622058795
-109.36584882351956,305.39865316429746
-110.30865786510162,306.3414622058795
-111.25146690668369,305.39865316429746
-112.19427594826576,306.3414622058795
-113.13708498984782,305.39865316429746
-114.07989403142989,306.3414622058795
-115.02270307301195,305.39865316429746
-115.96551211459402,306.3414622058795
-116.90832115617609,305.39865316429746
-117.85113019775815,306.3414622058795
-118.79393923934022,305.39865316429746
-119.73674828092228,306.3414622058795
-120.67955732250435,305.39865316429746
-121.62236636408642,306.3414622058795
-122.56517540566848,305.39865316429746
-123.50798444725055,306.3414622058795
-124.45079348883262,305.39865316429746
-125.39360253041468,306.3414622058795
-126.33641157199675,305.39865316429746
-127.27922061357881,306.3414622058795
-128.22202965516087,305.39865316429746
-129.16483869674292,306.3414622058795
-130.10764773832497,305.39865316429746
-131.05045677990702,306.3414622058795
-131.99326582148908,305.39865316429746
-132.93607486307113,306.3414622058795
-133.87888390465318,305.39865316429746
-134.82169294623523,306.3414622058795
-135.76450198781728,305.39865316429746
-136.70731102939934,306.3414622058795
-137.6501200709814,305.39865316429746
-138.59292911256344,306.3414622058795
-139.5357381541455,305.39865316429746
-140.47854719572754,306.3414622058795
-141.4213562373096,305.39865316429746
-142.36416527889165,306.3414622058795
-143.3069743204737,305.39865316429746
-144.24978336205575,306.3414622058795
-145.1925924036378,305.39865316429746
-146.13540144521986,306.3414622058795
-147.0782104868019,305.39865316429746
-148.02101952838396,306.3414622058795
-148.963828569966,305.39865316429746
-149.90663761154806,306.3414622058795
-150.84944665313012,305.39865316429746
-151.79225569471217,306.3414622058795
-152.73506473629422,305.39865316429746
-153.67787377787627,306.3414622058795
-154.62068281945832,305.39865316429746
-155.56349186104038,306.3414622058795
-156.50630090262243,305.39865316429746
-157.44910994420448,306.3414622058795
-158.39191898578653,305.39865316429746
-159.33472802736858,306.3414622058795
-160.27753706895064,305.39865316429746
-161.2203461105327,306.3414622058795
-162.16315515211474,305.39865316429746
-163.1059641936968,306.3414622058795
-164.04877323527884,305.39865316429746
-164.9915822768609,306.3414622058795
-165.93439131844295,305.39865316429746
-166.877200360025,306.3414622058795
-167.82000940160705,305.39865316429746
-168.7628184431891,306.3414622058795
-168.34615177652245,305.6197743693925
-167.9294851098558,304.89808653290544
-167.51281844318913,304.1763986964184
-167.09615177652248,303.45471085993137
-166.67948510985582,302.73302302344433
-166.26281844318916,302.0113351869573
-165.8461517765225,301.28964735047026
-165.42948510985585,300.5679595139832
-165.0128184431892,299.8462716774962
-164.59615177652253,299.12458384100916
-164.17948510985588,298.4028960045221
-163.76281844318922,297.6812081680351
-163.34615177652256,296.95952033154805
-162.9294851098559,296.237832495061
-162.51281844318925,295.516144658574
-162.0961517765226,294.79445682208694
-161.67948510985593,294.0727689855999
-161.26281844318927,293.3510811491129
-160.84615177652262,292.62939331262584
-160.42948510985596,291.9077054761388
-160.0128184431893,291.18601763965177
-159.59615177652265,290.46432980316473
-159.179485109856,289.7426419666777
-158.76281844318933,289.02095413019066
-158.34615177652267,288.2992662937036
-157.92948510985602,287.5775784572166
-157.51281844318936,286.85589062072955
-157.0961517765227,286.1342027842425
-156.67948510985605,285.4125149477555
-156.2628184431894,284.69082711126845
-155.84615177652273,283.9691392747814
-155.42948510985607,283.2474514382944
-155.01281844318942,282.52576360180734
-154.59615177652276,281.8040757653203
-154.1794851098561,281.08238792883327
-153.76281844318945,280.36070009234624
-153.3461517765228,279.6390122558592
-152.92948510985613,278.91732441937216
-152.51281844318947,278.19563658288513
-152.09615177652282,277.4739487463981
-151.67948510985616,276.75226090991106
-151.2628184431895,276.030573073424
-150.84615177652285,275.308885236937
-150.4294851098562,274.58719740044995
-150.01281844318953,273.8655095639629
-149.59615177652287,273.1438217274759
-149.17948510985622,272.42213389098885
-148.76281844318956,271.7004460545018
-148.3461517765229,270.9787582180148
-147.92948510985624,270.25707038152774
-147.5128184431896,269.5353825450407
-147.09615177652293,268.81369470855367
-146.67948510985627,268.09200687206663
-146.26281844318962,267.3703190355796
-145.84615177652296,266.64863119909256
-145.4294851098563,265.9269433626055
-145.01281844318964,265.2052555261185
-144.596151776523,264.48356768963146
-144.17948510985633,263.7618798531444
-143.76281844318967,263.0401920166574
-143.34615177652302,262.31850418017035
-142.92948510985636,261.5968163436833
-142.5128184431897,260.8751285071963
-142.09615177652304,260.15344067070924
-141.6794851098564,259.4317528342222
-141.26281844318973,258.7100649977352
-140.84615177652307,257.98837716124814
-140.42948510985642,257.2666893247611
-140.01281844318976,256.54500148827407
-139.5961517765231,255.82331365178703
-139.17948510985644,255.1016258153
-138.7628184431898,254.37993797881296
-138.34615177652313,253.65825014232593
-137.92948510985647,252.9365623058389
-137.51281844318981,252.21487446935186
-137.09615177652316,251.49318663286482
-136.6794851098565,250.77149879637778
-136.26281844318984,250.04981095989075
-135.8461517765232,249.3281231234037
-135.42948510985653,248.60643528691668
-135.01281844318987,247.88474745042964
-134.59615177652321,247.1630596139426
-134.17948510985656,246.44137177745557
-133.7628184431899,245.71968394096854
-133.34615177652324,244.9979961044815
-132.92948510985659,244.27630826799447
-132.51281844318993,243.55462043150743
-132.09615177652327,242.8329325950204
-131.6794851098566,242.11124475853336
-131.26281844318996,241.38955692204632
-130.8461517765233,240.6678690855593
-130.42948510985664,239.94618124907225
-130.01281844318999,239.22449341258522
-129.59615177652333,238.50280557609818
-129.17948510985667,237.78111773961115
-128.76281844319,237.0594299031241
-128.34615177652336,236.33774206663708
-127.92948510985669,235.61605423015004
-127.51281844319001,234.894366393663
-127.09615177652334,234.17267855717597
-126.67948510985667,233.45099072068894
-126.26281844319,232.7293028842019
-125.84615177652333,232.00761504771486
-125.42948510985666,231.28592721122783
-125.01281844318999,230.5642393747408
-124.59615177652331,229.84255153825376
-124.17948510985664,229.12086370176672
-123.76281844318997,228.3991758652797
-123.3461517765233,227.67748802879265
-122.92948510985663,226.95580019230562
-122.51281844318996,226.23411235581858
-122.09615177652329,225.51242451933155
-121.67948510985661,224.7907366828445
-121.26281844318994,224.06904884635748
-120.84615177652327,223.34736100987044
-120.4294851098566,222.6256731733834
-120.01281844318993,221.90398533689637
-119.59615177652326,221.18229750040933
-119.17948510985659,220.4606096639223
-118.76281844318991,219.73892182743526
-118.34615177652324,219.01723399094823
-117.92948510985657,218.2955461544612
-117.5128184431899,217.57385831797416
-117.09615177652323,216.85217048148712
-116.67948510985656,216.1304826450001
-116.26281844318989,215.40879480851305
-115.84615177652321,214.68710697202602
-115.42948510985654,213.96541913553898
-115.01281844318987,213.24373129905194
-114.5961517765232,212.5220434625649
-114.17948510985653,211.80035562607787
-113.76281844318986,211.07866778959084
-113.34615177652319,210.3569799531038
-112.92948510985651,209.63529211661677
-112.51281844318984,208.91360428012973
-112.09615177652317,208.1919164436427
-111.6794851098565,207.47022860715566
-111.26281844318983,206.74854077066863
-110.84615177652316,206.0268529341816
-110.42948510985649,205.30516509769456
-110.01281844318981,204.58347726120752
-109.59615177652314,203.86178942472048
-109.17948510985647,203.14010158823345
-108.7628184431898,202.4184137517464
-108.34615177652313,201.69672591525938
-107.92948510985646,200.97503807877234
-107.51281844318979,200.2533502422853
-107.09615177652312,199.53166240579827
-106.67948510985644,198.80997456931124
-106.26281844318977,198.0882867328242
-105.8461517765231,197.36659889633717
-105.42948510985643,196.64491105985013
-105.01281844318976,195.9232232233631
-104.59615177652309,195.20153538687606
-104.17948510985642,194.47984755038902
-103.76281844318974,193.758159713902
-103.34615177652307,193.03647187741495
-102.9294851098564,192.31478404092792
-102.51281844318973,191.59309620444088
-102.09615177652306,190.87140836795385
-101.67948510985639,190.1497205314668
-101.26281844318972,189.42803269497978
-100.84615177652304,188.70634485849274
-100.42948510985637,187.9846570220057
-100.0128184431897,187.26296918551867
-99.59615177652303,186.54128134903164
-99.17948510985636,185.8195935125446
-98.76281844318969,185.09790567605756
-98.34615177652302,184.37621783957053
-97.92948510985634,183.6545300030835
-97.51281844318967,182.93284216659646
-97.096151776523,182.21115433010942
-96.67948510985633,181.4894664936224
-96.26281844318966,180.76777865713535
-95.84615177652299,180.04609082064832
-95.42948510985632,179.32440298416128
-95.01281844318964,178.60271514767425
-94.59615177652297,177.8810273111872
-94.1794851098563,177.15933947470018
-93.76281844318963,176.43765163821314
-93.34615177652296,175.7159638017261
-92.92948510985629,174.99427596523907
-92.51281844318962,174.27258812875203
-92.09615177652294,173.550900292265
-91.67948510985627,172.82921245577796
-91.2628184431896,172.10752461929093
-90.84615177652293,171.3858367828039
-90.42948510985626,170.66414894631686
-90.01281844318959,169.94246110982982
-89.59615177652292,169.2207732733428
-89.17948510985624,168.49908543685575
-88.76281844318957,167.77739760036872
-88.3461517765229,167.05570976388168
-87.92948510985623,166.33402192739464
-87.51281844318956,165.6123340909076
-87.09615177652289,164.89064625442057
-86.67948510985622,164.16895841793354
-86.26281844318954,163.4472705814465
-85.84615177652287,162.72558274495947
-85.4294851098562,162.00389490847243
-85.01281844318953,161.2822070719854
-84.59615177652286,160.56051923549836
-84.17948510985619,159.83883139901133
-83.76281844318952,159.1171435625243
-83.34615177652285,158.39545572603726
-82.92948510985617,157.67376788955022
-82.5128184431895,156.95208005306318
-82.09615177652283,156.23039221657615
-81.67948510985616,155.5087043800891
-81.26281844318949,154.78701654360208
-80.84615177652282,154.06532870711504
-80.42948510985615,153.343640870628
-80.01281844318947,152.62195303414097
-79.5961517765228,151.90026519765394
-79.17948510985613,151.1785773611669
-78.76281844318946,150.45688952467987
-78.34615177652279,149.73520168819283
-77.92948510985612,149.0135138517058
-77.51281844318945,148.29182601521876
-77.09615177652277,147.57013817873172
-76.6794851098561,146.8484503422447
-76.26281844318943,146.12676250575765
-75.84615177652276,145.40507466927062
-75.42948510985609,144.68338683278358
-75.01281844318942,143.96169899629655
-74.59615177652275,143.2400111598095
-74.17948510985607,142.51832332332248
-73.7628184431894,141.79663548683544
-73.34615177652273,141.0749476503484
-72.92948510985606,140.35325981386137
-72.51281844318939,139.63157197737434
-72.09615177652272,138.9098841408873
-71.67948510985605,138.18819630440026
-71.26281844318937,137.46650846791323
-70.8461517765227,136.7448206314262
-70.42948510985603,136.02313279493916
-70.01281844318936,135.30144495845212
-69.59615177652269,134.5797571219651
-69.17948510985602,133.85806928547805
-70.33418564823526,133.1914026188114
-71.48888618661451,132.52473595214474
-72.64358672499375,131.85806928547808
-73.798287263373,131.19140261881142
-74.95298780175224,130.52473595214477
-76.10768834013149,129.8580692854781
-77.26238887851073,129.19140261881145
-78.41708941688998,128.5247359521448
-79.57178995526922,127.85806928547812
-80.72649049364847,127.19140261881145
-81.88119103202771,126.52473595214478
-83.03589157040696,125.85806928547811
-84.1905921087862,125.19140261881144
-85.34529264716545,124.52473595214477
-86.4999931855447,123.8580692854781
-87.65469372392394,123.19140261881142
-88.80939426230319,122.52473595214475
-89.96409480068243,121.85806928547808
-91.11879533906168,121.19140261881141
-92.27349587744092,120.52473595214474
-93.42819641582017,119.85806928547807
-94.58289695419941,119.1914026188114
-95.73759749257866,118.52473595214472
-96.8922980309579,117.85806928547805
-98.04699856933715,117.19140261881138
-99.2016991077164,116.52473595214471
-100.35639964609564,115.85806928547804
-101.51110018447488,115.19140261881137
-102.66580072285413,114.5247359521447
-103.82050126123337,113.85806928547802
-104.97520179961262,113.19140261881135
-106.12990233799187,112.52473595214468
-107.28460287637111,111.85806928547801
-108.43930341475036,111.19140261881134
-109.5940039531296,110.52473595214467
-110.74870449150885,109.858069285478
-111.90340502988809,109.19140261881132
-113.05810556826734,108.52473595214465
-114.21280610664658,107.85806928547798
-115.36750664502583,107.19140261881131
-116.52220718340507,106.52473595214464
-117.67690772178432,105.85806928547797
-118.83160826016356,105.1914026188113
-119.98630879854281,104.52473595214462
-121.14100933692205,103.85806928547795
-122.2957098753013,103.19140261881128
-123.45041041368054,102.52473595214461
-124.60511095205979,101.85806928547794
-125.75981149043903,101.19140261881127
-126.91451202881828,100.5247359521446
-128.06921256719752,99.85806928547792
-129.22391310557677,99.19140261881125
-130.37861364395602,98.52473595214458
-131.53331418233526,97.85806928547791
-132.6880147207145,97.19140261881124
-133.84271525909375,96.52473595214457
-134.997415797473,95.8580692854779
-136.15211633585224,95.19140261881122
-137.3068168742315,94.52473595214455
-138.46151741261073,93.85806928547788
-139.61621795098998,93.19140261881121
-140.77091848936922,92.52473595214454
-141.92561902774847,91.85806928547787
-143.0803195661277,91.1914026188112
-144.23502010450696,90.52473595214452
-145.3897206428862,89.85806928547785
-146.54442118126545,89.19140261881118
-147.6991217196447,88.52473595214451
-148.85382225802394,87.85806928547784
-150.00852279640318,87.19140261881117
-151.16322333478243,86.5247359521445
-152.31792387316167,85.85806928547782
-153.47262441154092,85.19140261881115
-154.62732494992017,84.52473595214448
-155.7820254882994,83.85806928547781
-156.93672602667866,83.19140261881114
-158.0914265650579,82.52473595214447
-159.24612710343715,81.8580692854778
-160.4008276418164,81.19140261881113
-161.55552818019564,80.52473595214445
-162.71022871857488,79.85806928547778
-163.86492925695413,79.19140261881111
-165.01962979533337,78.52473595214444
-166.17433033371262,77.85806928547777
-167.32903087209186,77.1914026188111
-168.4837314104711,76.52473595214443
-169.63843194885035,75.85806928547775
-170.7931324872296,75.19140261881108
-171.94783302560884,74.52473595214441
-173.1025335639881,73.85806928547774
-174.25723410236733,73.19140261881107
-175.41193464074658,72.5247359521444
-176.56663517912583,71.85806928547773
-177.72133571750507,71.19140261881105
-178.87603625588432,70.52473595214438
-180.03073679426356,69.85806928547771
-181.1854373326428,69.19140261881104
-182.34013787102205,68.52473595214437
-183.4948384094013,67.8580692854777
-184.64953894778054,67.19140261881103
-185.8042394861598,66.52473595214435
-186.95894002453903,65.85806928547768
-188.11364056291828,65.19140261881101
-189.26834110129752,64.52473595214434
-190.42304163967677,63.858069285477676
-191.577742178056,63.19140261881101
-192.73244271643526,62.52473595214435
-193.8871432548145,61.85806928547768
-195.04184379319375,61.19140261881102
-196.196544331573,60.524735952144354
-197.35124486995224,59.85806928547769
-198.50594540833148,59.191402618811026
-199.66064594671073,58.52473595214436
-200.81534648508998,57.8580692854777
-201.97004702346922,57.19140261881103
-203.12474756184847,56.52473595214437
-204.2794481002277,55.858069285477704
-205.43414863860696,55.19140261881104
-206.5888491769862,54.524735952144376
-207.53165821856825,53.58192691056231
-208.4744672601503,52.63911786898024
-209.41727630173236,51.69630882739818
-210.3600853433144,50.75349978581611
-211.30289438489646,49.810690744234044
-212.2457034264785,48.86788170265198
-213.18851246806057,47.92507266106991
-214.13132150964262,46.982263619487846
-215.07413055122467,46.03945457790578
-216.01693959280672,45.09664553632371
-216.95974863438877,44.15383649474165
-217.90255767597083,43.21102745315958
-218.84536671755288,42.268218411577514
-219.78817575913493,41.32540936999545
-220.73098480071698,40.38260032841338
-221.67379384229903,39.439791286831316
-222.6166028838811,38.49698224524925
-223.55941192546314,37.55417320366718
-224.5022209670452,36.61136416208512
-225.44503000862724,35.66855512050305
-226.3878390502093,34.725746078920984
-227.33064809179135,33.78293703733892
-228.2734571333734,32.84012799575685
-229.21626617495545,31.89731895417479
-230.1590752165375,30.954509912592727
-231.10188425811955,30.011700871010664
-232.0446932997016,29.0688918294286
-232.98750234128366,28.12608278784654
-233.9303113828657,27.183273746264476
-234.87312042444776,26.240464704682413
-235.81592946602981,25.29765566310035
