xPos,yPos
285.11514362292303,306.51875739642117
285.61514362292303,305.65273199263675
286.11514362292303,306.51875739642117
286.61514362292303,305.65273199263675
287.11514362292303,306.51875739642117
287.61514362292303,305.65273199263675
288.11514362292303,306.51875739642117
288.61514362292303,305.65273199263675
289.11514362292303,306.51875739642117
289.61514362292303,305.65273199263675
290.11514362292303,306.51875739642117
290.61514362292303,305.65273199263675
291.11514362292303,306.51875739642117
291.61514362292303,305.65273199263675
292.11514362292303,306.51875739642117
292.61514362292303,305.65273199263675
293.11514362292303,306.51875739642117
293.61514362292303,305.65273199263675
294.11514362292303,306.51875739642117
294.7043992739118,305.9295017454324
295.2936549249006,305.3402460944436
295.88291057588935,304.75099044345484
296.47216622687813,304.16173479246606
297.0614218778669,303.5724791414773
297.6506775288557,302.9832234904885
298.23993317984446,302.39396783949974
298.82918883083323,301.80471218851096
299.418444481822,301.2154565375222
300.0077001328108,300.6262008865334
300.59695578379956,300.03694523554464
301.18621143478833,299.44768958455586
301.7754670857771,298.8584339335671
302.3647227367659,298.2691782825783
302.95397838775466,297.67992263158953
303.54323403874344,297.09066698060076
304.1324896897322,296.501411329612
304.721745340721,295.9121556786232
305.31100099170976,295.32290002763443
305.90025664269854,294.73364437664566
306.4895122936873,294.1443887256569
307.0787679446761,293.5551330746681
307.66802359566486,292.96587742367933
308.25727924665364,292.37662177269056
308.8465348976424,291.7873661217018
309.4357905486312,291.198110470713
310.02504619961996,290.60885481972423
310.61430185060874,290.01959916873545
311.2035575015975,289.4303435177467
311.7928131525863,288.8410878667579
312.38206880357507,288.2518322157691
312.97132445456384,287.66257656478035
313.5605801055526,287.0733209137916
314.1498357565414,286.4840652628028
314.73909140753017,285.894809611814
315.32834705851894,285.30555396082525
315.9176027095077,284.7162983098365
316.5068583604965,284.1270426588477
317.09611401148527,283.5377870078589
317.68536966247405,282.94853135687015
318.2746253134628,282.3592757058814
318.8638809644516,281.7700200548926
319.45313661544037,281.1807644039038
320.04239226642915,280.59150875291505
320.6316479174179,280.00225310192627
321.2209035684067,279.4129974509375
321.8101592193955,278.8237417999487
322.39941487038425,278.23448614895995
322.988670521373,277.64523049797117
323.5779261723618,277.0559748469824
324.1671818233506,276.4667191959936
324.75643747433935,275.87746354500484
325.3456931253281,275.28820789401607
325.9349487763169,274.6989522430273
326.5242044273057,274.1096965920385
327.11346007829445,273.52044094104974
327.7027157292832,272.93118529006097
328.291971380272,272.3419296390722
328.8812270312608,271.7526739880834
328.01520162747636,271.2526739880834
327.14917622369194,270.7526739880834
326.2831508199075,270.2526739880834
325.4171254161231,269.7526739880834
324.5511000123387,269.2526739880834
323.68507460855426,268.7526739880834
322.81904920476984,268.2526739880834
321.9530238009854,267.7526739880834
321.086998397201,267.2526739880834
320.2209729934166,266.7526739880834
319.35494758963216,266.2526739880834
318.48892218584774,265.7526739880834
317.6228967820633,265.2526739880834
316.7568713782789,264.7526739880834
315.8908459744945,264.2526739880834
315.02482057071006,263.7526739880834
314.15879516692564,263.2526739880834
313.2927697631412,262.7526739880834
312.4267443593568,262.2526739880834
311.5607189555724,261.7526739880834
310.69469355178796,261.2526739880834
309.82866814800354,260.7526739880834
308.9626427442191,260.2526739880834
308.0966173404347,259.7526739880834
307.2305919366503,259.2526739880834
306.36456653286587,258.7526739880834
305.49854112908145,258.2526739880834
304.632515725297,257.7526739880834
303.7664903215126,257.2526739880834
302.9004649177282,256.7526739880834
302.03443951394377,256.2526739880834
301.16841411015935,255.75267398808342
300.3023887063749,255.25267398808342
299.4363633025905,254.75267398808342
298.5703378988061,254.25267398808342
297.70431249502167,253.75267398808342
296.83828709123725,253.25267398808342
295.97226168745283,252.75267398808342
295.1062362836684,252.25267398808342
294.240210879884,251.75267398808342
293.37418547609957,251.25267398808342
292.50816007231515,250.75267398808342
291.64213466853073,250.25267398808342
290.7761092647463,249.75267398808342
289.9100838609619,249.25267398808342
289.04405845717747,248.75267398808342
288.17803305339305,248.25267398808342
287.31200764960863,247.75267398808342
286.4459822458242,247.25267398808342
285.5799568420398,246.75267398808342
284.7139314382554,246.25267398808342
283.84790603447095,245.75267398808342
282.98188063068653,245.25267398808342
282.1158552269021,244.75267398808342
281.2498298231177,244.25267398808342
280.3838044193333,243.75267398808342
279.51777901554885,243.25267398808342
278.65175361176443,242.75267398808342
277.78572820798,242.25267398808342
276.9197028041956,241.75267398808342
276.0536774004112,241.25267398808342
275.18765199662676,240.75267398808342
274.32162659284234,240.25267398808342
273.4556011890579,239.75267398808342
272.5895757852735,239.25267398808342
271.7235503814891,238.75267398808342
270.85752497770466,238.25267398808342
269.99149957392024,237.75267398808342
269.1254741701358,237.25267398808342
268.2594487663514,236.75267398808342
267.393423362567,236.25267398808342
266.52739795878256,235.75267398808342
265.66137255499814,235.25267398808342
264.7953471512137,234.75267398808342
263.9293217474293,234.25267398808342
263.0632963436449,233.75267398808342
262.19727093986046,233.25267398808342
261.33124553607604,232.75267398808342
260.4652201322916,232.25267398808342
259.5991947285072,231.75267398808342
258.7331693247228,231.25267398808342
257.86714392093836,230.75267398808342
257.00111851715394,230.25267398808342
256.1350931133695,229.75267398808342
255.26906770958507,229.25267398808342
254.40304230580062,228.75267398808342
253.53701690201618,228.25267398808342
252.67099149823173,227.75267398808342
251.80496609444728,227.25267398808342
250.93894069066283,226.75267398808342
250.07291528687838,226.25267398808342
249.20688988309394,225.75267398808342
248.3408644793095,225.25267398808342
247.47483907552504,224.75267398808342
246.6088136717406,224.25267398808342
245.74278826795614,223.75267398808342
244.8767628641717,223.25267398808342
244.01073746038725,222.75267398808342
243.1447120566028,222.25267398808342
242.27868665281835,221.75267398808342
241.4126612490339,221.25267398808342
240.54663584524945,220.75267398808342
239.680610441465,220.25267398808342
238.81458503768056,219.75267398808342
237.9485596338961,219.25267398808342
237.08253423011166,218.75267398808342
236.2165088263272,218.25267398808342
235.35048342254277,217.75267398808342
234.48445801875832,217.25267398808342
233.61843261497387,216.75267398808342
232.75240721118942,216.25267398808342
231.88638180740497,215.75267398808342
231.02035640362053,215.25267398808342
230.15433099983608,214.75267398808342
229.28830559605163,214.25267398808342
228.42228019226718,213.75267398808342
227.55625478848273,213.25267398808342
226.69022938469828,212.75267398808342
225.82420398091384,212.25267398808342
224.9581785771294,211.75267398808342
224.09215317334494,211.25267398808342
223.2261277695605,210.75267398808342
222.36010236577604,210.25267398808342
221.4940769619916,209.75267398808342
220.62805155820715,209.25267398808342
219.7620261544227,208.75267398808342
218.89600075063825,208.25267398808342
218.0299753468538,207.75267398808342
217.16394994306935,207.25267398808342
216.2979245392849,206.75267398808342
215.43189913550046,206.25267398808342
214.565873731716,205.75267398808342
213.69984832793156,205.25267398808342
212.8338229241471,204.75267398808342
211.96779752036267,204.25267398808342
211.10177211657822,203.75267398808342
210.23574671279377,203.25267398808342
209.36972130900932,202.75267398808342
208.50369590522487,202.25267398808342
207.63767050144043,201.75267398808342
206.77164509765598,201.25267398808342
205.90561969387153,200.75267398808342
205.03959429008708,200.25267398808342
204.17356888630263,199.75267398808342
203.30754348251818,199.25267398808342
202.44151807873374,198.75267398808342
201.5754926749493,198.25267398808342
200.70946727116484,197.75267398808342
199.8434418673804,197.25267398808342
198.97741646359594,196.75267398808342
198.1113910598115,196.25267398808342
197.24536565602705,195.75267398808342
196.3793402522426,195.25267398808342
195.51331484845815,194.75267398808342
194.6472894446737,194.25267398808342
193.78126404088925,193.75267398808342
192.9152386371048,193.25267398808342
192.04921323332036,192.75267398808342
191.1831878295359,192.25267398808342
190.31716242575146,191.75267398808342
189.451137021967,191.25267398808342
188.58511161818257,190.75267398808342
187.71908621439812,190.25267398808342
186.85306081061367,189.75267398808342
185.98703540682922,189.25267398808342
185.12101000304477,188.75267398808342
184.25498459926033,188.25267398808342
183.38895919547588,187.75267398808342
182.52293379169143,187.25267398808342
181.65690838790698,186.75267398808342
180.79088298412253,186.25267398808342
179.92485758033808,185.75267398808342
179.05883217655364,185.25267398808342
178.1928067727692,184.75267398808342
177.32678136898474,184.25267398808342
176.4607559652003,183.75267398808342
175.59473056141584,183.25267398808342
174.7287051576314,182.75267398808342
173.86267975384695,182.25267398808342
172.9966543500625,181.75267398808342
172.13062894627805,181.25267398808342
171.2646035424936,180.75267398808342
170.39857813870915,180.25267398808342
169.5325527349247,179.75267398808342
168.66652733114026,179.25267398808342
167.8005019273558,178.75267398808342
166.93447652357136,178.25267398808342
166.0684511197869,177.75267398808342
165.20242571600247,177.25267398808342
164.33640031221802,176.75267398808342
163.47037490843357,176.25267398808342
162.60434950464912,175.75267398808342
161.73832410086467,175.25267398808342
160.87229869708023,174.75267398808342
160.00627329329578,174.25267398808342
159.14024788951133,173.75267398808342
158.27422248572688,173.25267398808342
157.40819708194243,172.75267398808342
156.54217167815798,172.25267398808342
155.67614627437354,171.75267398808342
154.8101208705891,171.25267398808342
153.94409546680464,170.75267398808342
153.0780700630202,170.25267398808342
152.21204465923574,169.75267398808342
151.3460192554513,169.25267398808342
150.47999385166685,168.75267398808342
149.6139684478824,168.25267398808342
148.74794304409795,167.75267398808342
147.8819176403135,167.25267398808342
147.01589223652906,166.75267398808342
146.1498668327446,166.25267398808342
145.28384142896016,165.75267398808342
144.4178160251757,165.25267398808342
143.55179062139126,164.75267398808342
142.68576521760681,164.25267398808342
141.81973981382237,163.75267398808342
140.95371441003792,163.25267398808342
140.08768900625347,162.75267398808342
139.22166360246902,162.25267398808342
138.35563819868457,161.75267398808342
137.48961279490013,161.25267398808342
136.62358739111568,160.75267398808342
135.75756198733123,160.25267398808342
134.89153658354678,159.75267398808342
134.02551117976233,159.25267398808342
133.15948577597788,158.75267398808342
132.29346037219344,158.25267398808342
131.427434968409,157.75267398808342
130.56140956462454,157.25267398808342
129.6953841608401,156.75267398808342
128.82935875705564,156.25267398808342
127.96333335327121,155.75267398808342
127.09730794948678,155.25267398808342
126.23128254570234,154.75267398808342
125.36525714191791,154.25267398808342
124.49923173813347,153.75267398808342
123.63320633434904,153.25267398808342
122.7671809305646,152.75267398808342
121.90115552678017,152.25267398808342
121.03513012299574,151.75267398808342
120.1691047192113,151.25267398808342
119.30307931542687,150.75267398808342
118.43705391164244,150.25267398808342
117.571028507858,149.75267398808342
116.70500310407357,149.25267398808342
115.83897770028913,148.75267398808342
114.9729522965047,148.25267398808342
114.10692689272027,147.75267398808342
113.24090148893583,147.25267398808342
112.3748760851514,146.75267398808342
111.50885068136697,146.25267398808342
110.64282527758253,145.75267398808342
109.7767998737981,145.25267398808342
108.91077447001366,144.75267398808342
108.04474906622923,144.25267398808342
107.1787236624448,143.75267398808342
106.31269825866036,143.25267398808342
105.44667285487593,142.75267398808342
104.5806474510915,142.25267398808342
103.71462204730706,141.75267398808342
102.84859664352263,141.25267398808342
101.98257123973819,140.75267398808342
101.11654583595376,140.25267398808342
100.25052043216932,139.75267398808342
99.38449502838489,139.25267398808342
98.51846962460046,138.75267398808342
97.65244422081602,138.25267398808342
96.78641881703159,137.75267398808342
95.92039341324715,137.25267398808342
95.05436800946272,136.75267398808342
94.18834260567829,136.25267398808342
93.32231720189385,135.75267398808342
92.45629179810942,135.25267398808342
91.59026639432498,134.75267398808342
90.72424099054055,134.25267398808342
89.85821558675612,133.75267398808342
88.99219018297168,133.25267398808342
88.12616477918725,132.75267398808342
87.26013937540282,132.25267398808342
86.39411397161838,131.75267398808342
85.52808856783395,131.25267398808342
84.66206316404951,130.75267398808342
83.79603776026508,130.25267398808342
82.93001235648065,129.75267398808342
82.06398695269621,129.25267398808342
81.19796154891178,128.75267398808342
80.33193614512734,128.25267398808342
79.46591074134291,127.75267398808342
78.59988533755848,127.25267398808342
77.73385993377404,126.75267398808342
76.86783452998961,126.25267398808342
76.00180912620517,125.75267398808342
75.13578372242074,125.25267398808342
74.2697583186363,124.75267398808342
73.40373291485187,124.25267398808342
72.53770751106744,123.75267398808342
71.671682107283,123.25267398808342
70.80565670349857,122.75267398808342
69.93963129971414,122.25267398808342
70.60629796638081,121.09797344970417
71.27296463304748,119.94327291132493
71.93963129971415,118.78857237294568
72.60629796638082,117.63387183456643
73.2729646330475,116.47917129618719
73.93963129971416,115.32447075780794
74.60629796638084,114.1697702194287
75.27296463304751,113.01506968104945
75.93963129971418,111.86036914267021
76.60629796638085,110.70566860429096
77.27296463304752,109.55096806591172
77.9396312997142,108.39626752753247
78.60629796638086,107.24156698915323
79.27296463304754,106.08686645077398
79.93963129971421,104.93216591239474
80.60629796638088,103.77746537401549
81.27296463304755,102.62276483563625
81.93963129971422,101.468064297257
82.6062979663809,100.31336375887776
83.27296463304756,99.15866322049851
83.93963129971424,98.00396268211927
84.60629796638091,96.84926214374002
85.27296463304758,95.69456160536078
85.93963129971425,94.53986106698153
86.60629796638092,93.38516052860228
87.2729646330476,92.23045999022304
87.93963129971426,91.0757594518438
88.60629796638094,89.92105891346455
89.27296463304761,88.7663583750853
89.93963129971428,87.61165783670606
90.60629796638095,86.45695729832681
91.27296463304762,85.30225675994757
91.93963129971429,84.14755622156832
92.60629796638096,82.99285568318908
93.27296463304764,81.83815514480983
93.9396312997143,80.68345460643059
94.60629796638098,79.52875406805134
95.27296463304765,78.3740535296721
95.93963129971432,77.21935299129285
96.60629796638099,76.0646524529136
97.27296463304766,74.90995191453436
97.93963129971434,73.75525137615512
98.606297966381,72.60055083777587
99.27296463304768,71.44585029939662
99.93963129971435,70.29114976101738
100.60629796638102,69.13644922263813
101.27296463304769,67.98174868425889
101.93963129971436,66.82704814587964
102.60629796638104,65.6723476075004
103.2729646330477,64.51764706912115
103.93963129971438,63.3629465307419
104.60629796638105,62.20824599236265
105.27296463304772,61.053545453983396
105.93963129971439,59.898844915604144
106.60629796638106,58.74414437722489
107.27296463304774,57.58944383884564
107.9396312997144,56.43474330046639
108.60629796638108,55.280042762087135
109.27296463304775,54.12534222370788
109.93963129971442,52.97064168532863
110.60629796638109,51.81594114694938
111.27296463304776,50.661240608570125
111.93963129971443,49.50654007019087
112.6062979663811,48.35183953181162
113.27296463304778,47.19713899343237
113.93963129971445,46.042438455053116
114.60629796638112,44.88773791667386
115.27296463304779,43.73303737829461
115.93963129971446,42.57833683991536
116.60629796638113,41.423636301536106
117.2729646330478,40.268935763156854
117.93963129971448,39.1142352247776
118.60629796638115,37.95953468639835
119.27296463304782,36.8048341480191
119.93963129971449,35.650133609639845
120.60629796638116,34.49543307126059
121.27296463304783,33.34073253288134
121.9396312997145,32.18603199450209
122.60629796638118,31.031331456122835
123.27296463304785,29.876630917743583
123.93963129971452,28.72193037936433
124.60629796638119,27.56722984098508
125.27296463304786,26.412529302605826
125.93963129971453,25.257828764226574
126.6062979663812,24.10312822584732
127.27296463304788,22.94842768746807
127.93963129971455,21.793727149088816
128.60629796638122,20.639026610709564
129.27296463304788,19.48432607233031
129.93963129971453,18.32962553395106
130.6062979663812,17.174924995571807
131.27296463304785,16.020224457192555
131.9396312997145,14.865523918813302
132.60629796638116,13.71082338043405
133.27296463304782,12.556122842054798
133.93963129971448,11.401422303675545
134.60629796638113,10.246721765296293
135.2729646330478,9.09202122691704
135.93963129971445,7.937320688537789
136.6062979663811,6.782620150158538
137.27296463304776,5.627919611779286
137.93963129971442,4.473219073400035
138.60629796638108,3.3185185350207833
139.27296463304774,2.163817996641532
139.9396312997144,1.0091174582622804
140.60629796638105,-0.14558308011697108
141.2729646330477,-1.3002836184962225
141.93963129971436,-2.454984156875474
142.60629796638102,-3.6096846952547255
143.27296463304768,-4.764385233633977
143.93963129971434,-5.919085772013228
144.606297966381,-7.07378631039248
145.27296463304765,-8.22848684877173
145.9396312997143,-9.383187387150983
146.60629796638096,-10.537887925530235
147.27296463304762,-11.692588463909487
147.93963129971428,-12.84728900228874
148.60629796638094,-14.001989540667992
149.2729646330476,-15.156690079047245
149.93963129971425,-16.311390617426497
150.6062979663809,-17.46609115580575
151.27296463304756,-18.620791694185
151.93963129971422,-19.775492232564254
152.60629796638088,-20.930192770943506
153.27296463304754,-22.08489330932276
153.9396312997142,-23.23959384770201
154.60629796638085,-24.394294386081263
155.2729646330475,-25.548994924460516
155.93963129971416,-26.703695462839768
156.60629796638082,-27.85839600121902
157.27296463304748,-29.013096539598273
157.93963129971414,-30.167797077977525
158.6062979663808,-31.322497616356777
159.27296463304745,-32.47719815473603
159.9396312997141,-33.63189869311528
160.60629796638077,-34.786599231494534
161.27296463304742,-35.94129976987379
161.93963129971408,-37.09600030825304
162.60629796638074,-38.25070084663229
163.2729646330474,-39.405401385011544
163.93963129971405,-40.560101923390796
164.6062979663807,-41.71480246177005
165.27296463304737,-42.8695030001493
165.93963129971402,-44.02420353852855
166.60629796638068,-45.178904076907806
167.27296463304734,-46.33360461528706
167.939631299714,-47.48830515366631
168.60629796638065,-48.64300569204556
169.2729646330473,-49.797706230424815
169.93963129971397,-50.95240676880407
170.60629796638062,-52.10710730718332
171.27296463304728,-53.26180784556257
171.93963129971394,-54.416508383941824
172.6062979663806,-55.57120892232108
173.27296463304725,-56.72590946070033
173.9396312997139,-57.88060999907958
174.60629796638057,-59.035310537458834
175.27296463304722,-60.190011075838086
175.93963129971388,-61.34471161421734
176.60629796638054,-62.49941215259659
177.2729646330472,-63.65411269097584
177.93963129971385,-64.8088132293551
178.6062979663805,-65.96351376773434
179.27296463304717,-67.11821430611359
179.93963129971382,-68.27291484449283
180.60629796638048,-69.42761538287208
181.27296463304714,-70.58231592125132
181.9396312997138,-71.73701645963057
182.60629796638045,-72.89171699800981
183.2729646330471,-74.04641753638906
183.93963129971377,-75.2011180747683
184.60629796638042,-76.35581861314755
185.27296463304708,-77.5105191515268
185.93963129971374,-78.66521968990604
186.6062979663804,-79.81992022828528
187.27296463304705,-80.97462076666453
187.9396312997137,-82.12932130504377
188.60629796638037,-83.28402184342302
189.27296463304702,-84.43872238180226
189.77296463304702,-83.57269697801783
190.27296463304702,-82.7066715742334
190.77296463304702,-81.84064617044896
191.27296463304702,-80.97462076666453
191.77296463304702,-80.1085953628801
192.27296463304702,-79.24256995909566
192.77296463304702,-78.37654455531123
193.27296463304702,-77.5105191515268
193.77296463304702,-76.64449374774236
194.27296463304702,-75.77846834395793
194.77296463304702,-74.91244294017349
195.27296463304702,-74.04641753638906
195.77296463304702,-73.18039213260462
196.27296463304702,-72.31436672882019
196.77296463304702,-71.44834132503576
197.27296463304702,-70.58231592125132
197.77296463304702,-69.71629051746689
198.27296463304702,-68.85026511368245
198.77296463304702,-67.98423970989802
199.27296463304702,-67.11821430611359
199.77296463304702,-66.25218890232915
200.27296463304702,-65.38616349854472
200.77296463304702,-64.52013809476028
201.27296463304702,-63.65411269097584
201.77296463304702,-62.7880872871914
202.27296463304702,-61.92206188340696
202.77296463304702,-61.05603647962252
203.27296463304702,-60.19001107583808
203.77296463304702,-59.32398567205364
204.27296463304702,-58.4579602682692
204.77296463304702,-57.591934864484756
205.27296463304702,-56.725909460700315
205.77296463304702,-55.859884056915874
206.27296463304702,-54.99385865313143
206.77296463304702,-54.12783324934699
207.27296463304702,-53.26180784556255
207.77296463304702,-52.39578244177811
208.27296463304702,-51.52975703799367
208.77296463304702,-50.66373163420923
209.27296463304702,-49.79770623042479
209.77296463304702,-48.931680826640346
210.27296463304702,-48.065655422855905
210.77296463304702,-47.19963001907146
211.27296463304702,-46.33360461528702
211.77296463304702,-45.46757921150258
212.27296463304702,-44.60155380771814
212.77296463304702,-43.7355284039337
213.27296463304702,-42.86950300014926
213.77296463304702,-42.00347759636482
214.27296463304702,-41.137452192580376
214.77296463304702,-40.271426788795935
215.27296463304702,-39.405401385011494
215.77296463304702,-38.53937598122705
216.27296463304702,-37.67335057744261
216.77296463304702,-36.80732517365817
217.27296463304702,-35.94129976987373
217.77296463304702,-35.07527436608929
218.27296463304702,-34.20924896230485
218.77296463304702,-33.34322355852041
219.27296463304702,-32.477198154735966
219.77296463304702,-31.61117275095153
220.27296463304702,-30.74514734716709
220.77296463304702,-29.879121943382653
221.27296463304702,-29.013096539598216
221.77296463304702,-28.14707113581378
222.27296463304702,-27.28104573202934
222.77296463304702,-26.415020328244903
223.27296463304702,-25.548994924460466
223.77296463304702,-24.68296952067603
224.27296463304702,-23.81694411689159
224.77296463304702,-22.950918713107153
225.27296463304702,-22.084893309322716
225.77296463304702,-21.21886790553828
226.27296463304702,-20.35284250175384
226.77296463304702,-19.486817097969404
227.27296463304702,-18.620791694184966
227.77296463304702,-17.75476629040053
228.27296463304702,-16.88874088661609
228.77296463304702,-16.022715482831654
229.27296463304702,-15.156690079047214
229.77296463304702,-14.290664675262775
230.27296463304702,-13.424639271478336
230.77296463304702,-12.558613867693897
231.27296463304702,-11.692588463909457
231.77296463304702,-10.826563060125018
232.27296463304702,-9.960537656340579
232.77296463304702,-9.09451225255614
233.27296463304702,-8.2284868487717
233.77296463304702,-7.362461444987262
234.27296463304702,-6.4964360412028235
234.77296463304702,-5.630410637418385
235.27296463304702,-4.764385233633947
235.77296463304702,-3.8983598298495084
236.27296463304702,-3.03233442606507
236.77296463304702,-2.1663090222806316
237.27296463304702,-1.300283618496193
237.77296463304702,-0.4342582147117544
238.27296463304702,0.4317671890726842
238.77296463304702,1.2977925928571228
239.27296463304702,2.163817996641561
239.77296463304702,3.0298434004259995
240.27296463304702,3.895868804210438
240.77296463304702,4.761894207994876
241.27296463304702,5.627919611779315
241.77296463304702,6.493945015563753
242.27296463304702,7.359970419348191
242.77296463304702,8.22599582313263
243.27296463304702,9.092021226917069
243.77296463304702,9.958046630701508
244.27296463304702,10.824072034485948
244.77296463304702,11.690097438270387
245.27296463304702,12.556122842054826
245.77296463304702,13.422148245839265
246.27296463304702,14.288173649623705
246.77296463304702,15.154199053408144
247.27296463304702,16.020224457192583
247.77296463304702,16.88624986097702
248.27296463304702,17.752275264761458
248.77296463304702,18.618300668545896
249.27296463304702,19.484326072330333
249.77296463304702,20.35035147611477
250.27296463304702,21.216376879899208
250.77296463304702,22.082402283683646
251.27296463304702,22.948427687468083
251.77296463304702,23.81445309125252
252.27296463304702,24.680478495036958
252.77296463304702,25.546503898821395
253.27296463304702,26.412529302605833
253.77296463304702,27.27855470639027
254.27296463304702,28.144580110174708
254.77296463304702,29.010605513959145
255.27296463304702,29.876630917743583
255.77296463304702,30.74265632152802
256.272964633047,31.608681725312458
256.772964633047,32.4747071290969
257.272964633047,33.34073253288134
257.772964633047,34.20675793666578
258.272964633047,35.07278334045022
258.772964633047,35.93880874423466
259.272964633047,36.804834148019104
259.772964633047,37.670859551803545
260.272964633047,38.536884955587986
260.772964633047,39.40291035937243
261.272964633047,40.26893576315687
261.772964633047,41.13496116694131
262.272964633047,42.00098657072575
262.772964633047,42.86701197451019
263.272964633047,43.73303737829463
263.772964633047,44.59906278207907
264.272964633047,45.465088185863515
264.772964633047,46.331113589647956
265.272964633047,47.1971389934324
265.772964633047,48.06316439721684
266.272964633047,48.92918980100128
266.772964633047,49.79521520478572
267.272964633047,50.66124060857016
267.772964633047,51.5272660123546
268.272964633047,52.39329141613904
268.772964633047,53.259316819923484
269.272964633047,54.125342223707925
269.772964633047,54.991367627492366
270.272964633047,55.85739303127681
270.772964633047,56.72341843506125
271.272964633047,57.58944383884569
271.772964633047,58.45546924263013
272.272964633047,59.32149464641457
272.772964633047,60.18752005019901
273.272964633047,61.05354545398345
273.772964633047,61.919570857767894
274.272964633047,62.785596261552335
274.772964633047,63.651621665336776
275.272964633047,64.51764706912121
275.772964633047,65.38367247290564
276.272964633047,66.24969787669008
276.772964633047,67.11572328047451
277.272964633047,67.98174868425895
277.772964633047,68.84777408804338
278.272964633047,69.71379949182781
278.772964633047,70.57982489561225
279.272964633047,71.44585029939668
279.772964633047,72.31187570318112
280.272964633047,73.17790110696555
280.772964633047,74.04392651074998
281.272964633047,74.90995191453442
281.772964633047,75.77597731831885
282.272964633047,76.64200272210329
282.772964633047,77.50802812588772
283.272964633047,78.37405352967215
283.772964633047,79.24007893345659
284.272964633047,80.10610433724102
284.772964633047,80.97212974102546
285.272964633047,81.83815514480989
285.772964633047,82.70418054859432
286.272964633047,83.57020595237876
286.772964633047,84.43623135616319
287.272964633047,85.30225675994762
287.772964633047,86.16828216373206
288.272964633047,87.03430756751649
288.772964633047,87.90033297130093
289.272964633047,88.76635837508536
289.772964633047,89.6323837788698
290.272964633047,90.49840918265423
290.772964633047,91.36443458643866
291.272964633047,92.2304599902231
291.772964633047,93.09648539400753
292.272964633047,93.96251079779196
292.772964633047,94.8285362015764
293.272964633047,95.69456160536083
293.772964633047,96.56058700914527
294.272964633047,97.4266124129297
294.772964633047,98.29263781671413
295.272964633047,99.15866322049857
295.772964633047,100.024688624283
296.272964633047,100.89071402806744
296.772964633047,101.75673943185187
297.272964633047,102.6227648356363
297.772964633047,103.48879023942074
298.272964633047,104.35481564320517
298.772964633047,105.2208410469896
299.272964633047,106.08686645077404
299.772964633047,106.95289185455847
300.272964633047,107.8189172583429
300.772964633047,108.68494266212734
301.272964633047,109.55096806591177
301.772964633047,110.41699346969621
302.272964633047,111.28301887348064
302.772964633047,112.14904427726508
303.272964633047,113.01506968104951
303.772964633047,113.88109508483394
304.272964633047,114.74712048861838
304.772964633047,115.61314589240281
305.272964633047,116.47917129618725
305.772964633047,117.34519669997168
306.272964633047,118.21122210375611
306.772964633047,119.07724750754055
307.272964633047,119.94327291132498
307.772964633047,120.80929831510942
308.272964633047,121.67532371889385
308.772964633047,122.54134912267828
308.272964633047,121.67532371889385
307.772964633047,120.80929831510942
307.272964633047,119.94327291132498
306.772964633047,119.07724750754055
306.272964633047,118.21122210375611
305.772964633047,117.34519669997168
305.272964633047,116.47917129618725
304.772964633047,115.61314589240281
304.272964633047,114.74712048861838
303.772964633047,113.88109508483394
303.272964633047,113.01506968104951
302.772964633047,112.14904427726508
302.272964633047,111.28301887348064
301.772964633047,110.41699346969621
301.272964633047,109.55096806591177
300.772964633047,108.68494266212734
300.272964633047,107.8189172583429
299.772964633047,106.95289185455847
299.272964633047,106.08686645077404
298.772964633047,105.2208410469896
298.272964633047,104.35481564320517
297.772964633047,103.48879023942074
297.272964633047,102.6227648356363
296.772964633047,101.75673943185187
296.272964633047,100.89071402806744
295.772964633047,100.024688624283
295.272964633047,99.15866322049857
294.772964633047,98.29263781671413
294.272964633047,97.4266124129297
293.772964633047,96.56058700914527
293.272964633047,95.69456160536083
292.772964633047,94.8285362015764
292.272964633047,93.96251079779196
291.772964633047,93.09648539400753
291.272964633047,92.2304599902231
290.772964633047,91.36443458643866
290.272964633047,90.49840918265423
289.772964633047,89.6323837788698
289.272964633047,88.76635837508536
288.772964633047,87.90033297130093
288.272964633047,87.03430756751649
287.772964633047,86.16828216373206
287.272964633047,85.30225675994762
286.772964633047,84.43623135616319
286.272964633047,83.57020595237876
285.772964633047,82.70418054859432
285.272964633047,81.83815514480989
284.772964633047,80.97212974102546
284.272964633047,80.10610433724102
283.772964633047,79.24007893345659
283.272964633047,78.37405352967215
282.772964633047,77.50802812588772
282.272964633047,76.64200272210329
281.772964633047,75.77597731831885
281.272964633047,74.90995191453442
280.772964633047,74.04392651074998
280.272964633047,73.17790110696555
279.772964633047,72.31187570318112
279.272964633047,71.44585029939668
278.772964633047,70.57982489561225
278.272964633047,69.71379949182781
277.772964633047,68.84777408804338
277.272964633047,67.98174868425895
276.772964633047,67.11572328047451
276.272964633047,66.24969787669008
275.772964633047,65.38367247290564
275.272964633047,64.51764706912121
274.772964633047,63.65162166533677
274.272964633047,62.78559626155233
273.772964633047,61.91957085776789
273.272964633047,61.053545453983446
272.772964633047,60.187520050199005
272.272964633047,59.321494646414564
271.772964633047,58.45546924263012
271.272964633047,57.58944383884568
270.772964633047,56.72341843506124
270.272964633047,55.8573930312768
269.772964633047,54.99136762749236
269.272964633047,54.12534222370792
268.772964633047,53.25931681992348
268.272964633047,52.393291416139036
